English,Gloss_Translation
"The key characteristics of fraud include an individual acting dishonestly with the expectation of either making a gain for themselves or another person, or causing a loss to a third party",FRAUD CHARACTERISTIC DECEIVE NMF:INDIVIDUAL NOT HONEST WHY PERSON GAIN SELF OR OTHER PERSON OR CAUSE THIRD PARTY LOSS
The act identifies fraud as a single offence which can be committed in three separate ways:,FRAUD ACT IDENTIFY SINGLE OFFENCE COMMIT THREE DIFFERENT WAY POSSIBLE
"A person dishonestly makes a false representation, intending to make a gain for himself or another, or to cause loss to another or to expose another to a risk of loss",#VALUE!
"The legal definition of ërepresentationí is broad and includes written, verbal and non-verbal communication",LEGAL DEFINITION REPRESENTATION BROAD INCLUDE VERBAL WRITE NON-VERBAL COMMUNICATION
"A person dishonestly fails to disclose to another person information which he is under a legal duty to disclose, and Intends, by failing to disclose the information to make a gain for himself or another, or to cause loss to another or to expose another to a risk of loss",INFORMATION PERSON LEGAL DUTY DISCLOSE PERSON NOT HONEST FAIL ALSO INTEND GAIN SELF ALSO OTHER ALSO CAUSE LOSS OTHER ALSO RISK EXPOSE LOSS
"A person occupies a position in which he is expected to safeguard, or not to act against, the financial interests of another person dishonestly abuses that position, and intends, by means of abuse of that position to make a gain for himself or another, or to cause loss to another or to expose another to a risk of loss",POSITION PERSON OCCUPY PERSON SAFEGUARD FINANCIAL INTEREST OTHER PERSON NOT HONEST ABUSE POSITION ALSO INTEND ABUSE POSITION GAIN SELF ALSO OTHER ALSO LOSS CAUSE OTHER ALSO EXPOSE OTHER RISK LOSS
"Under the Bribery Act 2010, bribery can be committed by individuals under two main offence categories:","BRIBERY ACT TWO ZERO ONE ZERO, BRIBERY INDIVIDUAL TWO MAIN OFFENCE CATEGORY COMMIT POSSIBLE"
"Offering, or paying a bribe to induce or reward improper duty, or knowing that acceptance of the bribe would in itself be improper performance",BRIBE OFFER PAY IMPROPER DUTY REWARD ACCEPT KNOW IMPROPER PERFORM
"Requesting, agreeing to receive, or receiving a bribe intending that as a consequence improper duty would be performed, or knowing that acceptance of the bribe is in itself improper",BRIBE REQUEST RECEIVE AGREE ACCEPT INTEND IMPROPER PERSON KNOW BRIBE IMPROPER BUT CARRY-ON ACCEPT
"In both instances, the bribe is intended to influence performance of a function, which may be carried out before, at the same time, or after the bribe is paid",FOR EXAMPLE BOTH SAME TIME AFTER OR BEFORE BRIBE PERSON INFLUENCE SOMEONE TO PERFORMANCE FUNCTION INTEND
"Bribes can take many forms including cash, holidays, event tickets, meals etc",BRIBES PERSON HAND-COUNT WHAT CASH HOLIDAY EVENT TICKET MEAL BRIBE
"Decisions could relate to, among others, recruitment, the award of contracts, planning consents and other awards",BRIBES PERSON RECRUITMENT CONTRACT PLANNING CONSENT OTHER CHOICES DECIDE
"The bribe may be paid directly, or via third parties",BRIBE PAY-YOU DIRECT OR OTHER PERSON
A local authority is deemed a ëcommercial organisationí which can commit an offence of failing to prevent bribery,PLACE-POINT-RIGHT LOCAL AUTHORITY COMMERCIAL ORGANISATION OFFENCE COMMITT CONSIDER WHY BRIBERY THEY PREVENT FAIL
It is only possible to defend such an allegation if the council has put in place adequate procedures designed to prevent persons associated with it from undertaking such conduct,PLACE-POINT-RIGHT COUNCIL PROCEDURES ADEQUATE DOCUMENT PUT-ON MAKE SURE PERSON CONDUCT INVOLVE ALLEGATION DEFEND POSSIBLE PREVENT
"The council, or third parties representing the council will neither accept nor offer bribes to contractors, suppliers or customers and should act with integrity at all times",PLACE-POINT-RIGHT COUNCIL PEOPLE PLACE-POINT-LEFT CONTRACTOR SUPPLIER OR CUSTOMER THEIR OFFER NOT ACCEPT ALSO INTEGRITY ALWAYS SHOW
Theft is defined in the 1968 Theft Act as:,THEFT ACT PAST ONE NINE SIX EIGHT THEFT DEFINE
a person shall be guilty of theft if they dishonestly appropriate property belonging to another with the intention of permanently depriving the other of it,PROPERTY OTHER PERSON NOT HONEST APPROPRIATE INTENTION PERMANENT DEPRIVE THEFT PERSON GULITY
Staffordshire County Council,FS:STAFFORDSHIRE COUNTY COUNCIL
Concerns relating to Money Laundering should be reported immediately to the Money Laundering Reporting Officer (MLRO),MONEY LAUNDER CONCERN CONTACT FS:MLRO REPORT IMMEDIATE
Contact details for the MLRO can be found on the how to report a concern page,FS:MLRO CONTACT DETAIL THERE PAGE CONCERN REPORT FIND
"Corruption does not in itself define a specific crime in the UK, however it is a term used to describe a wide range of unethical behaviour, including fraud and bribery","TOPIC ""CORRUPTION"" HERE UK SPECIFIC CRIME NO BUT ""CORRUPTION"" RELATE-TO WORD TERM LIKE UNETHICAL BEHAVIOUR INCLUDE FRAUD ALSO BRIBERY"
Fraud by false representation,#VALUE!
Report fraud bribery and theft,FRAUD BRIBERY THEFT REPORT
Fraud by failing to disclose information,INFORMATION DISCLOSE NOTHING THAT FRAUD
Fraud by abuse of position,POSITION*ROLE ABUSE THAT FRAUD
Bribery,BRIBERY
"In order to minimise the risk of fraud, bribery and theft, we adopt an approach that is designed to improve both prevention and deterrence",HOW MINIMISE RISK FRAUD BRIBERY THEFT WE STRATEGY DESIGN IMPROVE HOW PREVENT ALSO DETER
"Our Internal Audit team maintains a fraud, bribery and theft risk assessment and risk register to identify where our most significant risks lie",FRAUD BRIBERY THEFT RISK ASSESSMENT RISK OUR TEAM INTERNAL AUDIT LIST REGISTER THERE AWFUL MOST HIGH RISKS IDENTIFY THERE
"The register will be regularly updated to take into account emerging risks identified by fraud investigations, intelligence identified internally and by external organisations, and changes to our processes",EMERGING RISK FRAUD INVESTIGATION INTELLIGENCE INTERNAL EXTERNAL ORGANISATION LIST REGISTER PROCESS CHANGES UPDATE REGULAR
"Proactive anti-fraud, bribery and theft work will be targeted at the most significant risks facing us",RISKS BIG TO-US. WE PROACTIVE ANTI-FRAUD BRIBERY THEFT FOCUS
"We seek to maintain a culture which acknowledges its fraud bribery and theft risks, the processes to be adopted in the event of fraud and publicising the results of fraud investigations",COMMUNITY WE MAINTAIN HOW NOTICE OR RECOGNISE FRAUD BRIBERY THEFT AIM ALSO HOW HAPPEN RESPONSES PROCESS ALSO FRAUD INVESTIGATION RESULT SHARE-WITH-YOU
Resources have been identified within our Internal Audit function to undertake and support this work,INTERNAL AUDIT THERE RESOURCE IDENTIFY BEEN ALSO SUPPORT
"Internal Audit is responsible for developing and implementing a fraud, bribery and theft awareness plan, giving consideration to the varying needs of elected councillors, staff (including new joiners), contractors and the public served by us to be aware of the risks faced",FRAUD BRIBERY THEFT AWARENESS PLAN DEVELOP WHO INTERNAL AUDIT ALSO IMPLEMENT WHO? COUNCIL STAFF CONTRACTOR PUBLIC AWARE RISK WHAT
Officers responsible for procuring services from suppliers must consider what measures should be put in place to ensure an appropriate level of awareness of this policy within suppliersí employees,SUPPLIER SERVICE PROCURE OFFICER RESPONSIBLE POLICY AWARE PLACE-POINT-RIGHT SUPPLIER EMPLOYEE UNDERSTAND MAKE SURE
Advice should be sought from Internal Audit if in doubt,IF YOU DOUBT CONTACT INTERNAL AUDIT ADVISE-YOU
"We are committed to preventing fraud, bribery and theft through sound governance, internal control and robust employee vetting",FRAUD BRIBERY THEFT PREVENTION HOW WE GOVERNANCE STRONG INTERNAL CONTROL EMPLOYEE VETTING STRONG COMMIT FOCUS
The responsibility for implementing adequate internal controls rests with management,MANAGEMENT RESPONSIBILITY WHAT INTERNAL ADEQUATE IMPLEMENT CONTROL
We have developed and are committed to systems and procedures which incorporate efficient and effective internal controls and which include adequate separation of duties,SYSTEM PROCEDURE WE COMMIT HOW INTERNAL STRONG CONTROL ALSO DUTY CLEAR SEPERATE
"Service managers are required to ensure that such controls, including those in a computerised environment, are properly maintained and documented",CONTROL COMPUTER ENVIRONMENT PROPER MAINTAIN DOCUMENT PERSON SERVICE MANAGER RESPONSIBLE
"When existing policies and procedures are being updated, or new processes introduced, advice from Internal Audit should be sought to ensure that the risk of fraud, bribery and theft is minimised",POLICY THERE PROCEDURE UPDATE OR NEW PROCESS INTRODUCE. PERSON INTERNAL AUDIT CHECK RISK FRAUD BRIBERY THEFT MINIMISE ADVICE
Managers are expected to consider their risks on a regular basis and adapt the control systems as appropriate,RISK SYSTEM CONTROL ADAPT PEOPLE MANAGER ASSESS REGULAR SHOULD
Internal Audit can assist management in this process and advise on preventative controls during both routine work and following investigations where control weaknesses have been identified,PREVENT CONTROL PERSON INTERNAL AUDIT POINT-RIGHT MANAGEMENT WORK ROUTINE HELP HOW INVESTIGATE WEAKNESS IDENTIFY CONTROL ADVISE HOW
Managers are expected to strengthen existing controls where weaknesses have been identified,WEAKNESS IDENTIFY HOW STRENGTHEN CONTROL PEOPLE MANAGER EXPECT
"Effective steps must be taken at the recruitment stage to establish as far as possible, the propriety and integrity of potential employees",RECRUITMENT STAGE EFFECTIVE STEPS MUST TAKE PROPRIETY INTEGRITY POTENTIAL EMPLOYEE ESTABLISH POSSIBLE
"In this regard, temporary employees and contracted staff will be treated in the same manner as permanent employees",POINT-RIGHT STAFF TEMPORARY CONTRACT POINT-LEFT STAFF PERMANENT BOTH TREAT EQUAL
Employee recruitment is required therefore to be in accordance with our recruitment policies,POLICY RECRUITMENT OUR EMPLOYEE RECRUIT REQUIRE MATCH
"Written references are required and relevant pre recruitment checks performed as stated within the policy document (including amongst others, validation of stated qualifications, Disclosure Barring Service (DBS) checks etc",REFERENCE WRITTEN CHECK REQUIRE PRE RECRUITMENT PERFORM POLICY DOCUMENT OUTLINE QUALIFICATION VALIDATE CHECK FS:DBS CHECK.
"Those organisations undertaking work on our behalf, both contractors and partners, are expected to maintain strong anti-fraud, bribery and theft principles",CONTRACTOR PARTNER WORK PRINCIPLES STRONG ANTI-FRAUD BRIBERY THEFT MAINTAIN EXPECT
The specific requirements as a minimum include:,REQUIREMENT SPECIFIC MINIMUM INCLUDE
It is intended that these expectations will be appropriately considered in all contract terms and conditions,EXPECTATION CONTRACT TERM CONDITION CONSIDER APPROPRIATE INTEND
"Our Internal Audit department will identify areas of fraud, bribery and theft risk and conduct reviews of controls in place focussed on the prevention these crimes",FRAUD BRIBERY THEFT RISK AREA PLACE-POINT-RIGHT DEPARTMENT INTERNAL AUDIT CHECK IDENTIFY HOW CRIME PREVENT REVIEW
"We will participate in the exchange of information between itself and outside bodies to assist with the identification of fraud, bribery and theft",PLACE-POINT-RIGHT EXTERNAL ORGANISATIONS WE HELP HOW IDENTIFY FRAUD BRIBERY THEFT INFORMATION SHARE
Any such exchange of information will be undertaken in accordance with the principles contained in the Data Protection Act 1998,DATA PROTECTION ACT ONE NINE NINE EIGHT ANY INFORMATION EXCHANGE PRINCIPLES FOLLOW MATCH
These may include:,INCLUDE
"Our Internal Audit department will undertake a series of proactive fraud detection exercises designed to detect and deter fraud, bribery and theft in high risk areas through identification and verification of high risk transactions",PLACE-POINT-RIGHT DEPARTMENT INTERNAL AUDIT RISK AREA FRAUD BRIBERY THEFT DETECT HIGH RISK IDENTIFY HOW PREVENT VERIFY.
"Fraud, bribery and theft concerns can be reported to us by employees, suppliers, and the public using the contact details identified in appendix A",FRAUD BRIBERY THEFT CONCERN EMPLOYEE SUPPLIER PUBLIC CONCERN CONTACT DETAIL FS:APPENDIX A REPORT CAN
Service directors are required by Financial Regulation D4 to report all instances of potential or actual financial irregularity via the Chief Internal Auditor to the County Treasurer for investigation,POTENTIAL ACTUAL FINANCIAL ISSUES FRAUD OR APPROPRIATE POINT-RIGHT PEOPLE SERVICE DIRECTOR REPORT MUST FINANCIAL REGULATION FS:D4 MATCH. PERSON CHIEF INTERNAL AUDITOR COUNTY TREASURER REQUIRE.
"This will include all allegations of fraud, bribery and theft",FRAUD BRIBERY THEFT INCLUDE WHAT
An investigating officer will be appointed to assess all allegations and where appropriate lead an investigation,ALLEGATION ASSESS OFFICER APPOINT INVESTIGATION WHERE APPROPRIATE LEAD.
"Where evidence of fraud or bribery is identified, consideration will be given to all available sanctions","FRAUD OR BRIBERY EVIDENCE FIND, PENALTIES AVAILABLE ALL CONSIDER."
These may include:,INCLUDE
Our disciplinary procedure will be used to facilitate an appropriate investigation of any allegation of improper behaviour by employees of the council,DISCIPLINARY PROCEDURE COUNCIL EMPLOYEE IMPROPER BEHAVIOUR INVESTIGATE FACILITATE
"The Director of Corporate Services will decide, based on advice from the Chief Internal Auditor, appropriate Service Manager and Head of Human Resources, whether there are sufficient grounds for the matter to be reported to the Police",POINT-RIGHT PERSON DIRECTOR CORPORATE SERVICE POINT-MIDDLE PERSON CHIEF INTERNAL AUDITOR POINT-LEFT HR ALL CHECK MATTER BASE SUFFICIENT POLICE REPORT
"For all allegations of fraud, bribery and theft consideration will be given to internal disciplinary sanctions, reporting to professional bodies, recovery of losses through civil action and criminal sanctions (with the support of the police)",FRAUD BRIBERY THEFT ALLEGATION ALL DISCIPLINARY SANCTION INTERNAL POINT-RIGHT PROFESSIONAL ORGANISATIONS POINT-LEFT RECOVER LOSS CIVIL ACTION CRIMINAL SANCTION POLICE SUPPORT.
"Where a fraud has occurred, management must consider changes to systems and procedures to minimise the risk of similar frauds occurring in the future",TIMELINE FRAUD HAPPEN MANAGEMENT SYSTEM PROCEDURE CHANGE CONSIDER ALSO FUTURE SIMILAR FRAUD RISK MINIMISE
Any investigation may highlight where there has been a failure of supervision or a breakdown or absence of control,SUPERVISION FAILURE CONTROL BREAKDOWN INVESTIGATION REVEAL POSSIBLE .
Internal Audit will raise recommendations detailing areas for control improvement all relevant sections,PLACE-POINT-RIGHT INTERNAL AUDIT HOW IMPROVE THERE AREAX3 RELEVANT RECOMMEND PROVIDE
Risk assessment,RISK ASSESSMENT
"Developing and maintaining an anti-fraud, bribery and theft culture",ANTI-FRAUD BRIBERY THEFT CULTURE DEVELOP ALSO MAINTAIN
"adequate internal controls in place to minimise fraud, bribery and theft of council resources",FRAUD BRIBERY THEFT COUNCIL RESOURCE ADEQUATE INTERNAL CONTROL IN PLACE MINIMISE
adequate recruitment procedures and controls when they are handling financial information or assets on behalf of the council,ADEQUATE RECRUITMENT PROCEDURE CONTROL OF COUNCIL HANDLE FINANCIAL INFORMATION ASSET
adequate whistleblowing procedures,WHISTLEBLOW PROCEDURE ADEQUATE
Police,POLICE
Prevention,PREVENT
External audit,AUDIT EXTERNAL
"Local, regional and national auditor networks",LOCAL REGIONAL NATIONAL AUDITOR NETWORK ALSO
CIPFA ñ fraud centre,FS:CIPFA FRAUD CENTRE
CIFAS,FS:CIFAS
Department of Work and Pensions,OF WORK DEPARTMENT PENSION
Other local authorities,OTHER LOCAL AUTHORITY
National fraud initiative (now administered by the Cabinet Office),NATIONAL FRAUD INITIATIVE NOW ADMINISTER CABINET OFFICE
Staffordshire fraud hub,STAFFORDSHIRE FRAUD HUB
"Criminal prosecution, with police support",POLICE SUPPORT CRIMINAL PROSECUTION
Civil recovery of losses,LOSS CIVIL RECOVER
Detection,DETECT
"Invoking our disciplinary procedure, supported by Human Resources",HR DISCIPLINARY PROCEDURE SUPPORT
Referral of individuals to professional bodies,INDIVIDUAL PROFESSIONAL BODY REFER
Investigation and redress,INVESTIGATE ALSO REDRESS
"If you or a relative are struggling with a vision loss, hearing loss or both, we can work with you to identify what help and support you need","VISION LOSS HEARING LOSS YOUR FAMILY MEMBER PROBLEM HAVE, WE HELP. WE WORK-WITH CAN WHAT FIND IDENTIFY SUPPORT WHICH YOU NEED"
"We can advise on the initial steps that you need to take and signpost you to the correct health professional, organisation, association and charity that can offer you more insight into your sensory loss for example:","WE HELP NMF:HOW FIRST STEPS ADVISE. THEN CONNECT NMF:WHO HEALTH PROFESSIONAL, ORGANISATION, ASSOCIATION, CHARITY. NMF:WHY THEY EXPLAIN YOUR SENSORY LOSS DEEP. EXAMPLE LIST FOLLOW."
