English,Gloss,Href
My grandma bakes an apple pie every year for my birthday.,EVERY YEAR MY BIRTHDAY APPLE PIE MY GRANDMA BAKE.,https://www.signingsavvy.com/sentences/when/5845
I love the smell of the flowers in the spring.,SPRING FLOWERS SMELL I LOVE.,https://www.signingsavvy.com/sentences/when/5846
Sir Charles Scott Sherrington was a hard of hearing scientist who received the Nobel Prize in 1932 for helping shape our understanding of the central nervous system.,S-I-R C-H-A-R-L-E-S S-C-O-T-T S-H-E-R-R-I-N-G-T-O-N HIMSELF HARD-OF-HEARING SCIENTIST. YEAR 1932 HE RECEIVED N-O-B-E-L P-R-I-Z-E MEDAL WHY? HE HELP PEOPLE UNDERSTAND C-E-N-T-R-A-L N-E-R-V-O-U-S S-Y-S-T-E-M.,https://www.signingsavvy.com/sentences/when/5847
I plan to ski in the winter.,WINTER SKI I PLAN.,https://www.signingsavvy.com/sentences/when/5848
I ate an egg with toast for breakfast.,BREAKFAST EGG TOAST I EAT FINISH.,https://www.signingsavvy.com/sentences/when/5849
I am looking forward to summer because I can ride my bike.,SUMMER I LOOK-FORWARD WHY? RIDE-BIKE.,https://www.signingsavvy.com/sentences/when/5850
My daughter takes dance lessons every Saturday morning.,EVERY SATURDAY MORNING DANCE LESSONS MY DAUGHTER TAKE.,https://www.signingsavvy.com/sentences/when/5851
I drink 8 glasses of water everyday.,EVERYDAY 8 GLASSES WATER I DRINK.,https://www.signingsavvy.com/sentences/when/5852
I eat one apple a day.,EVERYDAY DO-DO ME? EAT ONE APPLE.,https://www.signingsavvy.com/sentences/when/7644
I like bacon and eggs for breakfast.,BREAKFAST BACON EGGS EAT I LIKE I.,https://www.signingsavvy.com/sentences/when/5853
We had a big barbecue on the 4th of July.,JULY FOURTH BIG B-B-Q WE HOST.,https://www.signingsavvy.com/sentences/when/5854
We saw a big black bear and her two babies in the woods yesterday.,YESTERDAY WOODS BIG BLACK BEAR HER TWO C-U-B-S WE SAW.,https://www.signingsavvy.com/sentences/when/5855
I eat oatmeal for breakfast everyday.,EVERYDAY BREAKFAST O-A-T-M-E-A-L EAT I.,https://www.signingsavvy.com/sentences/when/5856
I work as a camp counselor every summer.,EVERY SUMMER CAMP COUNSELOR I WORK.,https://www.signingsavvy.com/sentences/when/5857
Yesterday I saw a bald eagle outside my window.,YESTERDAY HAPPEN WHAT? WINDOW I LOOK SEE EAGLE.,https://www.signingsavvy.com/sentences/when/5858
My family is going to grandma's house for Easter.,EASTER GRANDMA'S HOUSE MY FAMILY GO-TO.,https://www.signingsavvy.com/sentences/when/5859
We put in a garden every summer.,EVERY SUMMER GARDEN WE PLANT.,https://www.signingsavvy.com/sentences/when/5860
My father plays golf every morning.,EVERY MORNING MY FATHER PLAY GOLF.,https://www.signingsavvy.com/sentences/when/5861
My niece got a pink guitar for Christmas.,CHRISTMAS MY NIECE GOT WHAT? PINK GUITAR.,https://www.signingsavvy.com/sentences/when/5862
Halloween is scary.,HALLOWEEN SCARY.,https://www.signingsavvy.com/sentences/when/5863
I always eat hot dogs at baseball games.,BASEBALL GAMES HOT DOGS I ALWAYS EAT.,https://www.signingsavvy.com/sentences/when/5864
Today is World Kindness Day.,TODAY WHAT? WORLD KINDNESS DAY.,https://www.signingsavvy.com/sentences/when/5865
Can you meet me for lunch?,LUNCH MEET ME CAN YOU?,https://www.signingsavvy.com/sentences/when/5866
The moon is bright tonight.,TONIGHT MOON BRIGHT.,https://www.signingsavvy.com/sentences/when/5867
Terence Parkin is a deaf swimmer from South Africa. He won the silver medal in the Olympics in 2000.,T-E-R-E-N-C-E P-A-R-K-I-N HIMSELF FAMOUS DEAF SWIMMER FROM SOUTH AFRICA. 2000 OLYMPICS SILVER MEDAL HE WON.,https://www.signingsavvy.com/sentences/when/5868
I bought my kids new pajamas for Christmas.,CHRISTMAS NEW PAJAMAS I BOUGHT MY KIDS.,https://www.signingsavvy.com/sentences/when/5869
I will go to my parent's house for dinner.,MY PARENTS HOUSE DINNER GO WILL I.,https://www.signingsavvy.com/sentences/when/5870
The best time of year to buy peaches is during the summer.,BEST TIME YEAR BUY PEACHES WHEN? SUMMER.,https://www.signingsavvy.com/sentences/when/5871
Thirty people will go to the family picnic next Saturday.,NEXT SATURDAY FAMILY PICNIC 30 PEOPLE GO.,https://www.signingsavvy.com/sentences/when/5872
I volunteer with the Red Cross once a month.,ONCE MONTH RED CROSS I VOLUNTEER.,https://www.signingsavvy.com/sentences/when/5873
"The soldiers went to Washington, D.C. today for a special memorial ceremony.","TODAY WASHINGTON, D.C. SOLDIERS GATHER WHAT FOR? SPECIAL MEMORIAL CEREMONY.",https://www.signingsavvy.com/sentences/when/5874
I want soup and salad for lunch.,LUNCH SOUP SALAD I WANT.,https://www.signingsavvy.com/sentences/when/5875
We are having spaghetti and meatballs for dinner.,DINNER SPAGHETTI MEAT B-A-L-L-S WE HAVE.,https://www.signingsavvy.com/sentences/when/5876
For supper we're going to have spaghetti and meatballs.,SUPPER WHAT? SPAGHETTI MEAT B-A-L-L-S.,https://www.signingsavvy.com/sentences/when/5877
Where are you going for Thanksgiving dinner?,THANKSGIVING DINNER YOU GO WHERE?,https://www.signingsavvy.com/sentences/when/5878
It's about time I finished this project!,PROJECT FINISH ABOUT TIME!,https://www.signingsavvy.com/sentences/when/5879
Jeff Float is a deaf American swimmer who won a gold medal at the 1984 Olympics.,J-E-F-F F-L-O-A-T HIMSELF AMERICAN DEAF SWIMMER 1984 OLYMPICS GOLD MEDAL HE WON.,https://www.signingsavvy.com/sentences/when/5880
I enjoy biking in the autumn.,AUTUMN BIKING I ENJOY.,https://www.signingsavvy.com/sentences/when/5881
Every year my boss gives me one hundred dollars for Christmas.,EVERY YEAR CHRISTMAS MY BOSS GIVE ME ONE HUNDRED DOLLARS.,https://www.signingsavvy.com/sentences/when/5882
I'm wearing a halloween costume to the party.,PARTY I GO-TO HALLOWEEN COSTUME I WEAR.,https://www.signingsavvy.com/sentences/when/5883
"As a young girl, Alice Cogswell, inspired her neighbor, Thomas Hopkins Gallaudet, to devote his life to educating the deaf and to create the American School for the Deaf. She and six other deaf children were the first students to attend the American School for the Deaf in 1817.",LITTLE DEAF GIRL NAME A-L-I-C-E C-O-G-S-W-E-L-L MET NEIGHBOR HIS NAME T-H-O-M-A-S H. G-A-L-L-A-U-D-E-T GALLAUDET. HE FASCINATED HER. YEAR 1871 HE ESTABLISHED AMERICAN SCHOOL FOR DEAF. SHE AND SIX OTHER STUDENTS FIRST ENTER A-S-D.,https://www.signingsavvy.com/sentences/when/5884
The United States presidential inauguration is a ceremony to recognize a new president.,U-S PRESIDENT INAUGURATION FOR-FOR? RECOGNIZE NEW PRESIDENT.,https://www.signingsavvy.com/sentences/when/5885
"Phyllis Frelich was a deaf actress and famous for winning the 1980 Best Actress Tony Award for the play ""Children of a Lesser God.""",P-H-Y-L-L-I-S F-R-E-L-I-C-H HERSELF DEAF ACTRESS FAMOUS WHY? WIN T-O-N-Y AWARD FOR PLAY QUOTE “CHILDREN O-F A L-E-S-S-E-R GOD.”,https://www.signingsavvy.com/sentences/when/5886
"Robert Davila served as the ninth president of Gallaudet University from 2007 to 2009. Prior to becoming the president of Gallaudet University, he was the first Deaf CEO of the National Technical Institute for the Deaf.",R-O-B-E-R-T D-A-V-I-L-A HE NINTH PRESIDENT GALLAUDET UNIVERSITY YEAR 2007 RANGE 2009 BEFORE THAT HE FIRST DEAF CEO ADMINISTRATOR N-T-I-D.,https://www.signingsavvy.com/sentences/when/5887
I enjoy carving Halloween pumpkins.,HALLOWEEN PUMPKINS CARVE ENJOY I.,https://www.signingsavvy.com/sentences/when/5888
American Sign Language was recognized as a true language in 1965.,YEAR 1965 ASL RECOGNIZED TRUE LANGUAGE.,https://www.signingsavvy.com/sentences/when/5889
We had a very good server at the restaurant yesterday.,YESTERDAY RESTAURANT I GO-TO (hit) GOOD SERVER.,https://www.signingsavvy.com/sentences/when/5890
I gave my mother a new sewing machine for her birthday.,MY MOTHER BIRTHDAY NEW SEWING MACHINE I GAVE.,https://www.signingsavvy.com/sentences/when/5891
Sir John Cornforth was a deaf chemist who won the Nobel Prize in Chemistry in 1975.,S-I-R J-O-H-N C-O-R-N-F-O-R-T-H HIMSELF DEAF CHEMIST YEAR 1975 HE WON N-O-B-E-L P-R-I-Z-E SPECIALIZED CHEMISTRY.,https://www.signingsavvy.com/sentences/when/5892
Merry Christmas and a Happy New Year!,MERRY CHRISTMAS HAPPY NEW YEAR!,https://www.signingsavvy.com/sentences/when/5893
February is Black History Month.,F-E-B BLACK HISTORY MONTH.,https://www.signingsavvy.com/sentences/when/5894
Yesterday I accidentally left my bag in the grocery cart.,YESTERDAY I ACCIDENTALLY LEFT MY BAG WHERE? FOOD-STORE CART.,https://www.signingsavvy.com/sentences/when/5895
My library has ASL story time every month.,EVERY MONTH MY LIBRARY HAVE WHAT? A-S-L STORY TIME.,https://www.signingsavvy.com/sentences/when/5896
My family goes to the strawberry farm every summer.,EVERY SUMMER STRAWBERRY FARM MY FAMILY GOES-TO.,https://www.signingsavvy.com/sentences/when/5897
April showers bring May flowers.,A-P-R-I-L RAIN M-A-Y FLOWERS GROW GROW GROW.,https://www.signingsavvy.com/sentences/when/5898
We planted a tree in the front yard yesterday.,YESTERDAY FRONT Y-A-R-D TREE WE PLANT.,https://www.signingsavvy.com/sentences/when/5899
"The heat is awful today, I need to turn on the air conditioner!",TODAY HEAT AWFUL #AC TURN ON I NEED!,https://www.signingsavvy.com/sentences/when/5900
I love to wear flip-flops in the summer.,SUMMER FLIP-FLOP WEAR I LOVE.,https://www.signingsavvy.com/sentences/when/5901
We visited a lighthouse on our vacation last week.,LAST WEEK OUR VACATION LIGHTHOUSE WE VISIT.,https://www.signingsavvy.com/sentences/when/5902
I had a conversation with my neighbor yesterday.,YESTERDAY MY NEIGHBOR TWO-OF-US CONVERSATION.,https://www.signingsavvy.com/sentences/when/5903
Happy Valentine's Day!,HAPPY VALENTINE’S DAY!,https://www.signingsavvy.com/sentences/when/5904
My grandmother bought me new underwear for Christmas.,CHRISTMAS NEW UNDERWEAR MY GRANDMOTHER BOUGHT ME.,https://www.signingsavvy.com/sentences/when/5905
May 31st is a day of remembrance for veterans.,M-A-Y 31 WHAT? DAY REMEMBRANCE FOR V-E-T-E-R-A-N-S.,https://www.signingsavvy.com/sentences/when/5906
We learn about Abraham Lincoln today in history class.,TODAY HISTORY CLASS WE LEARN ABOUT WHO? ABRAHAM LINCOLN.,https://www.signingsavvy.com/sentences/when/5907
Heather Whitestone was the first deaf person to be crowned as Miss America in 1995.,YEAR 1995 H-E-A-T-H-E-R W-H-I-T-E-S-T-O-N-E SHE FIRST DEAF PERSON CROWN M-I-S-S AMERICA.,https://www.signingsavvy.com/sentences/when/5908
"Thomas H. Gallaudet was a minister, educator, and co-founded the first school for the deaf called the American School for the Deaf in Hartford, Connecticut. Gallaudet University was named in honor of him in 1894.",T-H-O-M-A-S H. G-A-L-L-A-U-D-E-T HIMSELF MINISTER TEACHER HE CO- FOUNDED FIRST RESIDENTIAL SCHOOL U-S CALLED AMERICAN SCHOOL DEAF A-S-D WHERE? HARTFORD C-O-N-N. YEAR 1894 GALLAUDET COLLEGE NAMED AFTER HIM.,https://www.signingsavvy.com/sentences/when/5909
My daughter joined the Coast Guard last month.,LAST MONTH C-O-A-S-T G-U-A-R-D MY DAUGHTER JOIN.,https://www.signingsavvy.com/sentences/when/5910
My son volunteers every week at the animal shelter.,EVERY WEEK ANIMAL S-H-E-L-T-E-R MY SON VOLUNTEER.,https://www.signingsavvy.com/sentences/when/5911
United States of America became independent from Great Britain in 1784 after the ratification of the Treaty of Paris.,YEAR 1784 AMERICA BECAME INDEPENDENT FROM BRITAIN FINISH RATIFICATION T-R-E-A-T-Y O-F P-A-R-I-S.,https://www.signingsavvy.com/sentences/when/5912
Happy New Year!,HAPPY NEW YEAR!,https://www.signingsavvy.com/sentences/when/5913
I play tennis every Friday with 3 women.,EVERY FRIDAY TENNIS I PLAY WITH 3 WOMEN.,https://www.signingsavvy.com/sentences/when/5914
"I could eat pasta for breakfast, lunch and dinner.",BREAKFAST LUNCH DINNER PASTA EAT I COULD.,https://www.signingsavvy.com/sentences/when/5915
"I want cupcakes for my birthday, not a cake.",MY BIRTHDAY C-U-P-C-A-K-E-S I WANT NOT CAKE.,https://www.signingsavvy.com/sentences/when/5916
I will go to three graduation parties in June.,J-U-N-E THREE GRADUATION PARTIES GO-TO GO-TO GO-TO I WILL.,https://www.signingsavvy.com/sentences/when/5917
Mother's Day is on Sunday.,SUNDAY MOTHER'S DAY.,https://www.signingsavvy.com/sentences/when/5918
Today is Fathers Day!,TODAY WHAT? FATHERS DAY!,https://www.signingsavvy.com/sentences/when/5919
Independence Day is July 4th.,JULY 4TH INDEPENDENCE DAY.,https://www.signingsavvy.com/sentences/when/5920
My family always has a picnic on Memorial Day.,MEMORIAL DAY PICNIC MY FAMILY ALWAYS HOST.,https://www.signingsavvy.com/sentences/when/5921
"I like to watch the movie ""Elf"" on Christmas Eve.",CHRISTMAS E-V-E MOVIE QUOTE E-L-F WATCH I LIKE.,https://www.signingsavvy.com/sentences/when/5922
Labor Day means summer is over.,LABOR DAY MEANS WHAT? SUMMER ENDS.,https://www.signingsavvy.com/sentences/when/5923
Today is April Fools' Day.,TODAY WHAT? A-P-R-I-L F-O-O-L-S DAY.,https://www.signingsavvy.com/sentences/when/5924
I hate shopping on Black Friday.,BLACK FRIDAY SHOPPING I HATE.,https://www.signingsavvy.com/sentences/when/5925
I always eat Mexican food on Cinco De Mayo.,C-I-N-C-O D-E M-A-Y-O EAT MEXICAN FOOD I ALWAYS.,https://www.signingsavvy.com/sentences/when/5926
I enjoy shopping on Cyber Monday.,C-Y-B-E-R MONDAY SHOPPING I ENJOY.,https://www.signingsavvy.com/sentences/when/5927
My school celebrates Earth Day by planting trees.,EARTH DAY MY SCHOOL CELEBRATE HOW? PLANT TREES.,https://www.signingsavvy.com/sentences/when/5928
We remember 9/11 on Patriot Day.,PATRIOT DAY WE DO WHAT? 9/11 REMEMBRANCE.,https://www.signingsavvy.com/sentences/when/5929
Are you going to the Veteran's Day parade?,V-E-T-E-R-A-N-S DAY PARADE YOU GO?,https://www.signingsavvy.com/sentences/when/5930
Are you going to a party on New Year's Eve?,NEW YEARS E-V-E PARTY YOU GO?,https://www.signingsavvy.com/sentences/when/5931
Flag Day honors our flag.,FLAG DAY MEANS WHAT? HONOR OUR FLAG.,https://www.signingsavvy.com/sentences/when/5932
On Election Day many schools close.,ELECTION DAY MANY SCHOOLS CLOSE.,https://www.signingsavvy.com/sentences/when/5933
Is your school closed for Martin Luther King Jr. Day?,M-L-K DAY YOUR SCHOOL CLOSED?,https://www.signingsavvy.com/sentences/when/5934
President's Day is in February.,PRESIDENT'S DAY WHEN? F-E-B.,https://www.signingsavvy.com/sentences/when/5935
I always drink green beer on St. Patrick's Day.,ST. PATRICK'S DAY GREEN BEER I DRINK ALWAYS.,https://www.signingsavvy.com/sentences/when/5936
September is National Blueberry Popsicle Month.,NATIONAL BLUEBERRY POPSICLE MONTH WHEN? S-E-P-T.,https://www.signingsavvy.com/sentences/when/5937
I will visit my friend for two days.,TWO DAYS MY FRIEND VISIT I WILL.,https://www.signingsavvy.com/sentences/when/5938
Growing up we ate lasagna every Friday night.,GROW UP EVERY FRIDAY NIGHT LASAGNA WE ATE.,https://www.signingsavvy.com/sentences/when/5939
Columbus Day is in October.,COLUMBUS DAY WHEN? O-C-T.,https://www.signingsavvy.com/sentences/when/5940
Don’t forget time springs forward in the Spring and falls back in the Fall.,"SPRING TIME SPRINGS FORWARD, FALL TIME FALLS BACK DON’T FORGET.",https://www.signingsavvy.com/sentences/when/5941
In the fall we have to set our clocks to fall back one hour.,FALL TIME ONE HOUR FALL BACK.,https://www.signingsavvy.com/sentences/when/5942
I saw a fancy gingerbread house on my cruise last Christmas.,LAST CHRISTMAS MY CRUISE FANCY G-I-N-G-E-R-B-R-E-A-D HOUSE I SAW.,https://www.signingsavvy.com/sentences/when/5943
"My favorite movie is ""Groundhog Day.""",MY FAVORITE MOVIE WHAT? QUOTE G-R-O-U-N-D-H-O-G DAY.,https://www.signingsavvy.com/sentences/when/5944
My son will go camping with the Boy Scouts next month.,NEXT MONTH CAMPING WITH BOY SCOUTS MY SON GO-TO.,https://www.signingsavvy.com/sentences/when/5945
Leap Year happens every 4 years.,EVERY 4 YEARS L-E-A-P YEAR HAPPEN.,https://www.signingsavvy.com/sentences/when/5946
I was a high school cheerleader for 4 years.,4 YEARS HIGH SCHOOL CHEERLEADER I.,https://www.signingsavvy.com/sentences/when/5947
I bought a new bikini for spring break.,SPRING BREAK NEW BIKINI BOUGHT I.,https://www.signingsavvy.com/sentences/when/5948
This year I took my boyfriend out to eat on Sweetest Day.,THIS YEAR S-W-E-E-T-E-S-T DAY MY BOYFRIEND I TOOK OUT EAT.,https://www.signingsavvy.com/sentences/when/5949
Deaf Awareness Week is in September.,DEAF AWARENESS WEEK WHEN? S-E-P-T.,https://www.signingsavvy.com/sentences/when/5950
Next week we're hosting a special dinner for all employees and their spouses.,NEXT WEEK WE TAKE-UP (HOST) SPECIAL DINNER FOR ALL-OF-THEM WORKERS AND SPOUSES.,https://www.signingsavvy.com/sentences/when/5951
I donate blood every three months.,EVERY THREE MONTHS BLOOD I DONATE.,https://www.signingsavvy.com/sentences/when/5952
There was a famous protest at Gallaudet University in 1988 called Deaf President Now.,BACK YEAR 1988 GALLAUDET UNIVERSITY HAPPEN WHAT? FAMOUS PROTEST CALLED DEAF PRESIDENT NOW.,https://www.signingsavvy.com/sentences/when/5953
"Ashley Fiolek is a Deaf Motocross Racer. She started motorcycling when she was three years old. She won four Woman Motocross Championships in 2008, 2009, 2011, 2012. She is now retired.","A-S-H-L-E-Y F-I-O-L-E-K SHE DEAF M-O-T-O-C-R-O-S-S MOTORCYCLE RACER. SHE OLD THREE STARTED MOTORCYCLING. GROW-UP WON FOUR WOMEN M-O-T-O-C-R-O-S-S CHAMPIONSHIPS ONE-OF-FOUR 2008, TWO-OF-FOUR 2009, THREE-OF-FOUR 2011, FOUR-OF-FOUR 2012. NOW RETIRED.",https://www.signingsavvy.com/sentences/when/5954
Pizza and movie night is every Friday.,EVERY FRIDAY NIGHT WHAT? PIZZA MOVIE.,https://www.signingsavvy.com/sentences/when/5955
